,결제수단,배송번호,배송시작일,배송완료일,상품구매금액,상품번호,수량,주문경로,주문일,연도,월,요일,주차,주중/주말,배송시작일(date),배송완료일(date),배송기간,배송기간(int)
43040,카드,D-20181216-0000275-01,2018-12-17 오후 5:32,2018-12-26 오전 7:20,71450,1077.0,1,네이버 페이,2018-12-16,2018,12,Sunday,50,주말,2018-12-17,2018-12-26,9 days,9
43118,실시간계좌이체,D-20181217-0000302-01,2018-12-17 오후 5:32,2018-12-26 오전 8:45,86790,451.0,1,네이버 페이,2018-12-17,2018,12,Monday,51,주중,2018-12-17,2018-12-26,9 days,9
43203,실시간계좌이체,D-20181217-0000748-01,2018-12-17 오후 5:32,2018-12-26 오전 9:17,70620,42.0,1,네이버 페이,2018-12-17,2018,12,Monday,51,주중,2018-12-17,2018-12-26,9 days,9
43233,카드,D-20181217-0000907-01,2018-12-19 오후 5:38,2018-12-28 오전 2:51,58410,455.0,1,네이버 페이,2018-12-17,2018,12,Monday,51,주중,2018-12-19,2018-12-28,9 days,9
43256,카드,D-20181217-0001021-01,2018-12-19 오후 5:38,2018-12-27 오전 8:21,38320,1297.0,1,네이버 페이,2018-12-17,2018,12,Monday,51,주중,2018-12-19,2018-12-27,8 days,8
43269,카드,D-20181217-0001089-01,2018-12-19 오후 5:38,2018-12-27 오전 8:55,76400,608.0,1,네이버 페이,2018-12-17,2018,12,Monday,51,주중,2018-12-19,2018-12-27,8 days,8
43289,무통장입금,D-20181218-0000072-01,2018-12-19 오후 5:38,2018-12-27 오전 8:10,68970,38.0,1,네이버 페이,2018-12-18,2018,12,Tuesday,51,주중,2018-12-19,2018-12-27,8 days,8
43318,카드,D-20181218-0000201-01,2018-12-19 오후 5:38,2018-12-27 오전 10:37,103620,1169.0,1,네이버 페이,2018-12-18,2018,12,Tuesday,51,주중,2018-12-19,2018-12-27,8 days,8
43325,카드,D-20181218-0000249-01,2018-12-19 오후 5:38,2018-12-28 오전 3:53,83550,962.0,1,네이버 페이,2018-12-18,2018,12,Tuesday,51,주중,2018-12-19,2018-12-28,9 days,9
43445,카드,D-20181218-0000896-01,2018-12-19 오후 5:38,2018-12-26 오전 2:31,141240,42.0,2,네이버 페이,2018-12-18,2018,12,Tuesday,51,주중,2018-12-19,2018-12-26,7 days,7
43450,카드,D-20181218-0000911-01,2018-12-19 오후 5:38,2018-12-28 오전 6:03,66500,47.0,1,네이버 페이,2018-12-18,2018,12,Tuesday,51,주중,2018-12-19,2018-12-28,9 days,9
43451,카드,D-20181218-0000929-01,2018-12-19 오후 5:38,2018-12-28 오전 6:03,66500,47.0,1,네이버 페이,2018-12-18,2018,12,Tuesday,51,주중,2018-12-19,2018-12-28,9 days,9
43542,카드,D-20181219-0000415-01,2018-12-19 오후 5:38,2018-12-28 오전 8:07,78870,39.0,1,네이버 페이,2018-12-19,2018,12,Wednesday,51,주중,2018-12-19,2018-12-28,9 days,9
43543,카드,D-20181219-0000415-02,2018-12-19 오후 5:38,2018-12-28 오전 8:07,75570,437.0,1,네이버 페이,2018-12-19,2018,12,Wednesday,51,주중,2018-12-19,2018-12-28,9 days,9
43706,카드,D-20181220-0000308-01,2018-12-21 오전 9:02,2018-12-29 오전 7:06,99660,1235.0,1,네이버 페이,2018-12-20,2018,12,Thursday,51,주중,2018-12-21,2018-12-29,8 days,8
43707,카드,D-20181220-0000313-01,2018-12-21 오전 9:02,2018-12-29 오전 7:11,22110,219.0,1,네이버 페이,2018-12-20,2018,12,Thursday,51,주중,2018-12-21,2018-12-29,8 days,8
43831,카드,D-20181220-0000820-01,2018-12-23 오후 9:12,2018-12-31 오전 12:59,56760,447.0,1,네이버 페이,2018-12-20,2018,12,Thursday,51,주중,2018-12-23,2018-12-31,8 days,8
43839,카드,D-20181220-0000865-01,2018-12-23 오후 9:12,2018-12-31 오전 1:01,93720,1229.0,1,네이버 페이,2018-12-20,2018,12,Thursday,51,주중,2018-12-23,2018-12-31,8 days,8
43840,카드,D-20181220-0000865-02,2018-12-23 오후 9:12,2019-01-03 오전 1:49,92070,1231.0,1,네이버 페이,2018-12-20,2018,12,Thursday,51,주중,2018-12-23,2019-01-03,11 days,11
43845,카드,D-20181220-0000892-01,2018-12-23 오후 9:12,2018-12-31 오전 1:01,132500,92.0,1,네이버 페이,2018-12-20,2018,12,Thursday,51,주중,2018-12-23,2018-12-31,8 days,8
44080,실시간계좌이체,D-20181224-0000031-01,2018-12-26 오전 8:56,2019-01-02 오전 4:08,56760,447.0,1,네이버 페이,2018-12-24,2018,12,Monday,52,주중,2018-12-26,2019-01-02,7 days,7
44123,무통장입금,D-20181224-0000191-01,2018-12-26 오전 8:56,2019-01-03 오전 8:56,58410,455.0,1,네이버 페이,2018-12-24,2018,12,Monday,52,주중,2018-12-26,2019-01-03,8 days,8
44165,카드,D-20181224-0000441-01,2018-12-26 오전 8:56,2019-01-03 오전 7:51,261360,176.0,3,네이버 페이,2018-12-24,2018,12,Monday,52,주중,2018-12-26,2019-01-03,8 days,8
44228,카드,D-20181224-0000721-01,2018-12-27 오후 5:08,2019-01-05 오전 2:20,151470,78.0,1,네이버 페이,2018-12-24,2018,12,Monday,52,주중,2018-12-27,2019-01-05,9 days,9
44258,카드,D-20181225-0000047-01,2018-12-26 오후 9:38,2019-01-03 오전 10:02,56760,446.0,1,네이버 페이,2018-12-25,2018,12,Tuesday,52,주중,2018-12-26,2019-01-03,8 days,8
44426,카드,D-20181226-0000550-01,2018-12-26 오후 9:38,2019-01-04 오전 8:41,75570,437.0,1,네이버 페이,2018-12-26,2018,12,Wednesday,52,주중,2018-12-26,2019-01-04,9 days,9
44520,무통장입금,D-20181226-0001023-01,2018-12-27 오후 5:06,2019-01-04 오전 5:32,96000,1375.0,1,모바일웹,2018-12-26,2018,12,Wednesday,52,주중,2018-12-27,2019-01-04,8 days,8
44578,카드,D-20181227-0000059-01,2018-12-27 오후 5:08,2019-01-05 오전 7:37,51810,248.0,1,네이버 페이,2018-12-27,2018,12,Thursday,52,주중,2018-12-27,2019-01-05,9 days,9
44659,무통장입금,D-20181227-0000527-01,2018-12-27 오후 5:08,2019-01-03 오후 12:00,56760,445.0,1,네이버 페이,2018-12-27,2018,12,Thursday,52,주중,2018-12-27,2019-01-03,7 days,7
44793,무통장입금,D-20181228-0000247-01,2018-12-28 오후 6:24,2019-01-06 오전 5:50,78870,603.0,1,네이버 페이,2018-12-28,2018,12,Friday,52,주중,2018-12-28,2019-01-06,9 days,9
44800,카드,D-20181228-0000276-01,2018-12-28 오후 6:24,2019-01-06 오전 5:57,108570,1121.0,1,네이버 페이,2018-12-28,2018,12,Friday,52,주중,2018-12-28,2019-01-06,9 days,9
44853,실시간계좌이체,D-20181228-0000514-01,2018-12-31 오후 6:18,2019-01-10 오전 9:13,71500,1333.0,1,네이버 페이,2018-12-28,2018,12,Friday,52,주중,2018-12-31,2019-01-10,10 days,10
44959,무통장입금,D-20181230-0000110-01,2019-01-03 오전 9:32,2019-01-11 오전 2:38,106920,52.0,1,네이버 페이,2018-12-30,2018,12,Sunday,52,주말,2019-01-03,2019-01-11,8 days,8
44962,카드,D-20181230-0000152-01,2018-12-31 오후 6:18,2019-01-08 오후 12:42,77220,379.0,1,네이버 페이,2018-12-30,2018,12,Sunday,52,주말,2018-12-31,2019-01-08,8 days,8
45128,"쿠폰,무통장입금",D-20170209-0000021-01,2017-02-09 오후 4:32,2017-02-16 오전 11:18,88750,90.0,1,PC쇼핑몰,2017-02-09,2017,2,Thursday,6,주중,2017-02-09,2017-02-16,7 days,7
45129,"쿠폰,무통장입금",D-20170209-0000021-00,2017-02-09 오후 4:32,2017-02-16 오전 11:18,78750,88.0,1,PC쇼핑몰,2017-02-09,2017,2,Thursday,6,주중,2017-02-09,2017-02-16,7 days,7
45137,카드,D-20170214-0000019-01,2017-02-14 오후 5:57,2017-02-24 오전 9:56,106600,42.0,2,네이버 페이,2017-02-14,2017,2,Tuesday,7,주중,2017-02-14,2017-02-24,10 days,10
45139,무통장입금,D-20170216-0000025-01,2017-02-20 오후 12:20,2017-03-06 오전 12:58,19305,171.0,1,네이버 페이,2017-02-16,2017,2,Thursday,7,주중,2017-02-20,2017-03-06,14 days,14
45159,카드,D-20170307-0000010-01,2017-03-07 오전 10:21,2017-03-16 오후 7:31,16965,173.0,1,네이버 페이,2017-03-07,2017,3,Tuesday,10,주중,2017-03-07,2017-03-16,9 days,9
45169,카드,D-20170317-0000024-01,2017-03-20 오전 9:42,2017-03-29 오전 3:54,39760,98.0,1,네이버 페이,2017-03-17,2017,3,Friday,11,주중,2017-03-20,2017-03-29,9 days,9
45172,"쿠폰,카드",D-20170323-0000017-00,2017-03-23 오후 6:43,2017-04-01 오후 7:49,53100,38.0,1,PC쇼핑몰,2017-03-23,2017,3,Thursday,12,주중,2017-03-23,2017-04-01,9 days,9
45173,"쿠폰,카드",D-20170323-0000017-01,2017-03-23 오후 6:43,2017-04-01 오후 7:49,118400,42.0,2,PC쇼핑몰,2017-03-23,2017,3,Thursday,12,주중,2017-03-23,2017-04-01,9 days,9
45174,"쿠폰,카드",D-20170323-0000026-00,2017-03-23 오후 6:43,2017-04-01 오후 7:49,109000,40.0,1,PC쇼핑몰,2017-03-23,2017,3,Thursday,12,주중,2017-03-23,2017-04-01,9 days,9
45175,무통장입금,D-20170323-0000034-01,2017-03-23 오후 6:40,2017-04-01 오전 11:07,67500,44.0,1,네이버 페이,2017-03-23,2017,3,Thursday,12,주중,2017-03-23,2017-04-01,9 days,9
45189,무통장입금,D-20170328-0000051-01,2017-03-29 오후 2:18,2017-04-07 오전 5:55,13500,189.0,1,네이버 페이,2017-03-28,2017,3,Tuesday,13,주중,2017-03-29,2017-04-07,9 days,9
45192,카드,D-20170330-0000011-01,2017-03-30 오후 2:30,2017-04-08 오전 11:26,73000,176.0,1,네이버 페이,2017-03-30,2017,3,Thursday,13,주중,2017-03-30,2017-04-08,9 days,9
45196,무통장입금,D-20170401-0000027-00,2017-04-03 오후 5:17,2017-04-10 오전 9:00,44000,,1,PC쇼핑몰,2017-04-01,2017,4,Saturday,13,주말,2017-04-03,2017-04-10,7 days,7
45197,"쿠폰,무통장입금",D-20170403-0000011-00,2017-04-03 오후 5:17,2017-04-10 오전 9:00,81000,48.0,1,PC쇼핑몰,2017-04-03,2017,4,Monday,14,주중,2017-04-03,2017-04-10,7 days,7
45199,실시간계좌이체,D-20170404-0000032-01,2017-04-04 오후 5:25,2017-04-11 오후 5:24,19240,,2,네이버 페이,2017-04-04,2017,4,Tuesday,14,주중,2017-04-04,2017-04-11,7 days,7
45200,실시간계좌이체,D-20170404-0000032-02,2017-04-04 오후 5:25,2017-04-11 오후 5:24,37530,,3,네이버 페이,2017-04-04,2017,4,Tuesday,14,주중,2017-04-04,2017-04-11,7 days,7
45201,실시간계좌이체,D-20170404-0000032-03,2017-04-04 오후 5:25,2017-04-11 오후 5:24,8940,139.0,3,네이버 페이,2017-04-04,2017,4,Tuesday,14,주중,2017-04-04,2017-04-11,7 days,7
45206,"쿠폰,카드",D-20170406-0000022-00,2017-04-08 오후 6:50,2017-04-19 오전 5:36,91200,,1,PC쇼핑몰,2017-04-06,2017,4,Thursday,14,주중,2017-04-08,2017-04-19,11 days,11
45207,"쿠폰,카드",D-20170411-0000014-00,2017-04-11 오후 5:24,2017-04-21 오후 1:48,73000,188.0,1,모바일웹,2017-04-11,2017,4,Tuesday,15,주중,2017-04-11,2017-04-21,10 days,10
45208,무통장입금,D-20170411-0000031-00,2017-04-11 오후 5:24,2017-04-21 오후 1:48,71000,45.0,1,모바일웹,2017-04-11,2017,4,Tuesday,15,주중,2017-04-11,2017-04-21,10 days,10
45209,카드,D-20170412-0000013-00,2017-04-12 오후 7:34,2017-04-21 오후 1:48,8550,,1,PC쇼핑몰,2017-04-12,2017,4,Wednesday,15,주중,2017-04-12,2017-04-21,9 days,9
45210,"쿠폰,휴대폰",D-20170412-0000024-00,2017-04-12 오후 7:34,2017-04-21 오후 1:48,78000,291.0,1,PC쇼핑몰,2017-04-12,2017,4,Wednesday,15,주중,2017-04-12,2017-04-21,9 days,9
45213,카드,D-20170412-0000043-01,2017-04-17 오후 7:25,2017-04-25 오전 1:24,10800,64.0,1,네이버 페이,2017-04-12,2017,4,Wednesday,15,주중,2017-04-17,2017-04-25,8 days,8
45214,카드,D-20170412-0000043-02,2017-04-17 오후 7:25,2017-04-27 오전 1:50,7940,143.0,2,네이버 페이,2017-04-12,2017,4,Wednesday,15,주중,2017-04-17,2017-04-27,10 days,10
45227,카드,D-20170418-0000016-01,2017-04-19 오후 9:56,2017-05-04 오전 1:42,81000,48.0,1,네이버 페이,2017-04-18,2017,4,Tuesday,16,주중,2017-04-19,2017-05-04,15 days,15
45234,카드,D-20170420-0000049-01,2017-04-21 오후 5:25,2017-04-30 오전 6:28,44000,,1,네이버 페이,2017-04-20,2017,4,Thursday,16,주중,2017-04-21,2017-04-30,9 days,9
45236,카드,D-20170421-0000021-01,2017-04-24 오후 7:44,2017-05-04 오전 5:34,57600,,1,네이버 페이,2017-04-21,2017,4,Friday,16,주중,2017-04-24,2017-05-04,10 days,10
45247,무통장입금,D-20170427-0000017-01,2017-04-27 오후 7:25,2017-05-06 오후 1:24,53100,38.0,1,네이버 페이,2017-04-27,2017,4,Thursday,17,주중,2017-04-27,2017-05-06,9 days,9
45248,무통장입금,D-20170427-0000017-02,2017-04-27 오후 7:25,2017-05-06 오후 1:24,109000,40.0,1,네이버 페이,2017-04-27,2017,4,Thursday,17,주중,2017-04-27,2017-05-06,9 days,9
45250,실시간계좌이체,D-20170430-0000012-00,2017-05-02 오후 6:57,2017-05-09 오전 11:48,73000,188.0,1,PC쇼핑몰,2017-04-30,2017,4,Sunday,17,주말,2017-05-02,2017-05-09,7 days,7
45251,"쿠폰,무통장입금",D-20170430-0000027-00,2017-05-02 오후 6:57,2017-05-09 오전 11:48,79000,256.0,1,모바일웹,2017-04-30,2017,4,Sunday,17,주말,2017-05-02,2017-05-09,7 days,7
45252,무통장입금,D-20170430-0000039-00,2017-05-02 오후 6:57,2017-05-09 오전 11:48,12030,,1,PC쇼핑몰,2017-04-30,2017,4,Sunday,17,주말,2017-05-02,2017-05-09,7 days,7
45253,무통장입금,D-20170430-0000039-01,2017-05-02 오후 6:57,2017-05-09 오전 11:48,29000,171.0,1,PC쇼핑몰,2017-04-30,2017,4,Sunday,17,주말,2017-05-02,2017-05-09,7 days,7
45254,카드,D-20170501-0000016-01,2017-05-02 오후 6:58,2017-05-12 오전 5:52,116000,,2,네이버 페이,2017-05-01,2017,5,Monday,18,주중,2017-05-02,2017-05-12,10 days,10
45256,"쿠폰,카드",D-20170501-0000036-00,2017-05-02 오후 6:57,2017-05-09 오전 11:48,52200,172.0,1,PC쇼핑몰,2017-05-01,2017,5,Monday,18,주중,2017-05-02,2017-05-09,7 days,7
45259,카드,D-20170503-0000029-01,2017-05-04 오후 3:58,2017-05-17 오전 4:10,100900,92.0,1,네이버 페이,2017-05-03,2017,5,Wednesday,18,주중,2017-05-04,2017-05-17,13 days,13
45260,카드,D-20170504-0000019-01,2017-05-04 오후 3:50,2017-05-12 오후 3:22,102200,,1,네이버 페이,2017-05-04,2017,5,Thursday,18,주중,2017-05-04,2017-05-12,8 days,8
45261,카드,D-20170504-0000029-01,2017-05-04 오후 3:50,2017-05-12 오후 3:22,77100,,1,네이버 페이,2017-05-04,2017,5,Thursday,18,주중,2017-05-04,2017-05-12,8 days,8
45276,카드,D-20170506-0000043-01,2017-05-11 오후 5:25,2017-05-21 오전 1:54,159600,49.0,1,네이버 페이,2017-05-06,2017,5,Saturday,18,주말,2017-05-11,2017-05-21,10 days,10
45283,"쿠폰,카드",D-20170509-0000052-00,2017-05-10 오후 10:20,2017-05-18 오후 2:33,53100,47.0,1,모바일웹,2017-05-09,2017,5,Tuesday,19,주중,2017-05-10,2017-05-18,8 days,8
45284,"쿠폰,카드",D-20170509-0000052-01,2017-05-10 오후 10:20,2017-05-18 오후 2:33,71000,45.0,1,모바일웹,2017-05-09,2017,5,Tuesday,19,주중,2017-05-10,2017-05-18,8 days,8
45289,실시간계좌이체,D-20170510-0000044-01,2017-05-10 오후 10:25,2017-05-20 오전 10:36,73000,178.0,1,네이버 페이,2017-05-10,2017,5,Wednesday,19,주중,2017-05-10,2017-05-20,10 days,10
45301,카드,D-20170514-0000028-01,2017-05-18 오후 4:58,2017-05-28 오전 1:35,65800,,1,네이버 페이,2017-05-14,2017,5,Sunday,19,주말,2017-05-18,2017-05-28,10 days,10
45302,카드,D-20170515-0000013-01,2017-05-18 오전 9:54,2017-05-26 오전 4:00,79400,,1,네이버 페이,2017-05-15,2017,5,Monday,20,주중,2017-05-18,2017-05-26,8 days,8
45303,카드,D-20170515-0000031-01,2017-05-15 오후 5:03,2017-05-24 오후 12:08,12030,,1,네이버 페이,2017-05-15,2017,5,Monday,20,주중,2017-05-15,2017-05-24,9 days,9
45307,카드,D-20170516-0000012-01,2017-05-16 오후 3:55,2017-05-25 오후 5:48,8300,55.0,1,네이버 페이,2017-05-16,2017,5,Tuesday,20,주중,2017-05-16,2017-05-25,9 days,9
45308,카드,D-20170516-0000012-02,2017-05-16 오후 3:55,2017-05-25 오후 5:48,5500,53.0,1,네이버 페이,2017-05-16,2017,5,Tuesday,20,주중,2017-05-16,2017-05-25,9 days,9
45309,휴대폰,D-20170516-0000026-00,2017-05-16 오후 6:54,2017-05-27 오전 5:35,47000,174.0,1,PC쇼핑몰,2017-05-16,2017,5,Tuesday,20,주중,2017-05-16,2017-05-27,11 days,11
45316,무통장입금,D-20170517-0000058-01,2017-05-18 오후 4:58,2017-05-27 오전 8:24,80500,51.0,1,네이버 페이,2017-05-17,2017,5,Wednesday,20,주중,2017-05-18,2017-05-27,9 days,9
45318,카드,D-20170517-0000093-01,2017-05-18 오후 4:58,2017-05-28 오전 3:52,57600,,1,네이버 페이,2017-05-17,2017,5,Wednesday,20,주중,2017-05-18,2017-05-28,10 days,10
45320,무통장입금,D-20170518-0000049-01,2017-05-18 오후 5:28,2017-05-27 오후 2:30,58000,,1,네이버 페이,2017-05-18,2017,5,Thursday,20,주중,2017-05-18,2017-05-27,9 days,9
45322,"쿠폰,카드",D-20170519-0000012-00,2017-05-19 오후 7:50,2017-05-27 오전 5:35,53100,47.0,1,PC쇼핑몰,2017-05-19,2017,5,Friday,20,주중,2017-05-19,2017-05-27,8 days,8
45323,"쿠폰,카드",D-20170519-0000012-01,2017-05-19 오후 7:50,2017-05-27 오전 5:35,63600,39.0,1,PC쇼핑몰,2017-05-19,2017,5,Friday,20,주중,2017-05-19,2017-05-27,8 days,8
45324,"쿠폰,카드",D-20170519-0000012-02,2017-05-19 오후 7:50,2017-05-27 오전 5:35,118400,42.0,2,PC쇼핑몰,2017-05-19,2017,5,Friday,20,주중,2017-05-19,2017-05-27,8 days,8
45325,실시간계좌이체,D-20170519-0000154-01,2017-05-19 오후 4:06,2017-05-31 오전 2:58,58000,,1,네이버 페이,2017-05-19,2017,5,Friday,20,주중,2017-05-19,2017-05-31,12 days,12
45326,카드,D-20170519-0000161-01,2017-05-24 오후 4:46,2017-06-03 오전 1:25,45700,213.0,1,네이버 페이,2017-05-19,2017,5,Friday,20,주중,2017-05-24,2017-06-03,10 days,10
45327,무통장입금,D-20170520-0000018-00,2017-05-25 오전 8:03,2017-06-02 오전 5:35,67500,,1,PC쇼핑몰,2017-05-20,2017,5,Saturday,20,주말,2017-05-25,2017-06-02,8 days,8
45328,카드,D-20170521-0000016-01,2017-05-22 오후 3:40,2017-05-31 오전 8:36,113400,94.0,1,네이버 페이,2017-05-21,2017,5,Sunday,20,주말,2017-05-22,2017-05-31,9 days,9
45329,"쿠폰,카드",D-20170521-0000036-00,2017-05-22 오후 2:12,2017-05-30 오전 5:35,47000,170.0,1,모바일웹,2017-05-21,2017,5,Sunday,20,주말,2017-05-22,2017-05-30,8 days,8
45330,무통장입금,D-20170521-0000043-00,2017-05-22 오후 3:40,2017-05-30 오전 5:35,53100,38.0,1,PC쇼핑몰,2017-05-21,2017,5,Sunday,20,주말,2017-05-22,2017-05-30,8 days,8
45331,무통장입금,D-20170521-0000058-00,2017-05-23 오전 10:44,2017-05-31 오전 5:35,329000,,5,PC쇼핑몰,2017-05-21,2017,5,Sunday,20,주말,2017-05-23,2017-05-31,8 days,8
45332,카드,D-20170521-0000064-01,2017-05-22 오후 3:40,2017-06-01 오후 2:00,13500,185.0,1,네이버 페이,2017-05-21,2017,5,Sunday,20,주말,2017-05-22,2017-06-01,10 days,10
45333,무통장입금,D-20170522-0000019-00,2017-05-22 오후 3:40,2017-05-30 오전 5:35,102200,,1,PC쇼핑몰,2017-05-22,2017,5,Monday,21,주중,2017-05-22,2017-05-30,8 days,8
45334,무통장입금,D-20170522-0000019-01,2017-05-22 오후 3:40,2017-05-30 오전 5:35,64800,,1,PC쇼핑몰,2017-05-22,2017,5,Monday,21,주중,2017-05-22,2017-05-30,8 days,8
45335,카드,D-20170522-0000021-00,2017-05-22 오후 3:40,2017-05-30 오전 5:35,158800,,2,모바일웹,2017-05-22,2017,5,Monday,21,주중,2017-05-22,2017-05-30,8 days,8
45336,무통장입금,D-20170522-0000033-00,2017-05-25 오전 8:03,2017-06-02 오전 5:35,65800,,1,PC쇼핑몰,2017-05-22,2017,5,Monday,21,주중,2017-05-25,2017-06-02,8 days,8
45337,무통장입금,D-20170522-0000033-01,2017-05-25 오전 8:03,2017-06-02 오전 5:35,67500,,1,PC쇼핑몰,2017-05-22,2017,5,Monday,21,주중,2017-05-25,2017-06-02,8 days,8
45338,무통장입금,D-20170522-0000051-00,2017-05-24 오전 9:43,2017-06-01 오전 5:38,58000,,1,PC쇼핑몰,2017-05-22,2017,5,Monday,21,주중,2017-05-24,2017-06-01,8 days,8
45339,카드,D-20170522-0000065-00,2017-05-25 오전 8:03,2017-06-02 오전 5:35,66500,,1,모바일웹,2017-05-22,2017,5,Monday,21,주중,2017-05-25,2017-06-02,8 days,8
45340,카드,D-20170522-0000072-00,2017-05-24 오후 4:45,2017-06-01 오전 5:38,67500,,1,모바일웹,2017-05-22,2017,5,Monday,21,주중,2017-05-24,2017-06-01,8 days,8
45341,"적립금,무통장입금",D-20170522-0000089-00,2017-05-24 오전 9:43,2017-06-01 오전 5:38,53100,38.0,1,모바일웹,2017-05-22,2017,5,Monday,21,주중,2017-05-24,2017-06-01,8 days,8
45342,무통장입금,D-20170522-0000090-01,2017-05-23 오후 3:50,2017-06-01 오후 7:28,58000,,1,네이버 페이,2017-05-22,2017,5,Monday,21,주중,2017-05-23,2017-06-01,9 days,9
45344,카드,D-20170523-0000021-00,2017-05-24 오후 4:45,2017-06-01 오전 5:38,308000,,7,PC쇼핑몰,2017-05-23,2017,5,Tuesday,21,주중,2017-05-24,2017-06-01,8 days,8
45345,카드,D-20170523-0000058-00,2017-05-25 오전 8:03,2017-06-02 오전 5:35,90200,,1,PC쇼핑몰,2017-05-23,2017,5,Tuesday,21,주중,2017-05-25,2017-06-02,8 days,8
45346,카드,D-20170523-0000079-00,2017-05-24 오후 4:45,2017-06-01 오전 5:38,45700,213.0,1,모바일웹,2017-05-23,2017,5,Tuesday,21,주중,2017-05-24,2017-06-01,8 days,8
45348,카드,D-20170523-0000095-01,2017-05-24 오후 12:08,2017-06-02 오전 10:10,91750,90.0,1,네이버 페이,2017-05-23,2017,5,Tuesday,21,주중,2017-05-24,2017-06-02,9 days,9
45350,무통장입금,D-20170524-0000031-00,2017-05-25 오전 8:03,2017-06-02 오전 5:35,67500,,1,PC쇼핑몰,2017-05-24,2017,5,Wednesday,21,주중,2017-05-25,2017-06-02,8 days,8
45351,카드,D-20170524-0000041-01,2017-05-24 오후 12:32,2017-06-03 오전 5:30,7600,63.0,1,네이버 페이,2017-05-24,2017,5,Wednesday,21,주중,2017-05-24,2017-06-03,10 days,10
45352,카드,D-20170524-0000041-02,2017-05-24 오후 12:32,2017-06-03 오전 5:30,5410,220.0,1,네이버 페이,2017-05-24,2017,5,Wednesday,21,주중,2017-05-24,2017-06-03,10 days,10
45353,카드,D-20170524-0000041-03,2017-05-24 오후 12:32,2017-06-03 오전 5:30,19240,,2,네이버 페이,2017-05-24,2017,5,Wednesday,21,주중,2017-05-24,2017-06-03,10 days,10
45354,카드,D-20170524-0000041-04,2017-05-24 오후 12:32,2017-06-03 오전 5:30,12510,,1,네이버 페이,2017-05-24,2017,5,Wednesday,21,주중,2017-05-24,2017-06-03,10 days,10
