결제수단,배송번호,배송시작일,배송완료일,상품구매금액,상품번호,수량,주문경로,주문일
무통장입금,D-20180926-0000106-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,142900,1077,2,모바일웹,20180926
무통장입금,D-20180926-0000106-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,0,1238,1,모바일웹,20180926
휴대폰,D-20180926-0000117-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,71450,1077,1,PC쇼핑몰,20180926
휴대폰,D-20180926-0000117-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,0,352,1,PC쇼핑몰,20180926
카드,D-20180926-0000128-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,76400,608,1,모바일웹,20180926
카드,D-20180926-0000139-01,2018-09-27 오후 6:32,2018-10-08 오전 6:37,103620,48,1,네이버 페이,20180926
카드,D-20180926-0000128-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,0,1237,1,모바일웹,20180926
카드,D-20180926-0000175-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,100870,936,1,모바일웹,20180926
카드,D-20180926-0000175-02,2018-09-27 오후 6:31,2018-10-01 오전 5:32,156420,1180,2,모바일웹,20180926
카드,D-20180926-0000175-03,2018-09-27 오후 6:31,2018-10-01 오전 5:32,157740,603,2,모바일웹,20180926
카드,D-20180926-0000175-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,0,1238,1,모바일웹,20180926
카드,D-20180926-0000191-01,2018-09-27 오후 6:32,2018-10-04 오후 6:30,71450,1077,1,네이버 페이,20180926
무통장입금,D-20180926-0000201-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,51810,248,1,모바일웹,20180926
카드,D-20180926-0000225-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,78900,480,1,PC쇼핑몰,20180926
카드,D-20180926-0000225-01,2018-09-27 오후 6:31,2018-10-01 오전 5:32,71450,1077,1,PC쇼핑몰,20180926
카드,D-20180926-0000225-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,0,584,1,PC쇼핑몰,20180926
무통장입금,D-20180926-0000238-00,2018-09-28 오전 9:57,2018-10-02 오전 5:32,433950,449,5,모바일웹,20180926
무통장입금,D-20180926-0000238-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,0,355,1,모바일웹,20180926
카드,D-20180926-0000256-01,2018-09-27 오후 6:32,2018-10-06 오후 7:08,124250,90,1,네이버 페이,20180926
무통장입금,D-20180927-0000012-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,69550,1267,5,PC쇼핑몰,20180927
무통장입금,D-20180927-0000012-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,0,352,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000027-00,2018-09-28 오전 9:57,2018-10-02 오전 5:32,56760,446,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000027-01,2018-09-27 오후 6:31,2018-10-01 오전 5:32,71450,1077,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000027-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,0,355,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000038-00,2018-09-28 오전 9:57,2018-10-02 오전 5:32,56760,172,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000038-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,0,1237,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000044-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,108570,382,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000044-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,0,355,1,PC쇼핑몰,20180927
카드,D-20180927-0000057-01,2018-09-27 오후 6:32,2018-10-07 오후 12:14,261250,482,5,네이버 페이,20180927
무통장입금,D-20180927-0000068-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,84810,1035,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000068-01,2018-09-27 오후 6:31,2018-10-01 오전 5:32,98010,1036,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000068-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,0,1238,1,PC쇼핑몰,20180927
카드,D-20180927-0000084-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,84810,1035,1,PC쇼핑몰,20180927
카드,D-20180927-0000084-01,2018-09-27 오후 6:31,2018-10-01 오전 5:32,98010,1036,1,PC쇼핑몰,20180927
카드,D-20180927-0000084-02,2018-09-27 오후 6:31,2018-10-01 오전 5:32,121110,1037,1,PC쇼핑몰,20180927
카드,D-20180927-0000084-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,0,1238,1,PC쇼핑몰,20180927
카드,D-20180927-0000099-01,2018-09-27 오후 6:32,2018-09-29 오후 4:54,113520,447,2,네이버 페이,20180927
무통장입금,D-20180927-0000105-01,2018-09-27 오후 6:31,2018-10-01 오전 5:32,61710,393,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000105-02,2018-09-27 오후 6:31,2018-10-01 오전 5:32,22110,217,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000105-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,0,1237,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000111-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,72270,378,1,모바일웹,20180927
무통장입금,D-20180927-0000111-01,2018-09-28 오전 11:15,2018-10-02 오전 5:32,236610,603,3,모바일웹,20180927
무통장입금,D-20180927-0000111-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,0,1209,1,모바일웹,20180927
무통장입금,D-20180914-0000192-01,2018-10-02 오후 3:05,2018-10-06 오전 5:32,71450,1077,1,모바일웹,20180914
무통장입금,D-20180914-0000192-01,2018-10-02 오후 3:05,2018-10-06 오전 5:32,41910,1205,1,모바일웹,20180914
카드,D-20180927-0000122-01,2018-09-27 오후 6:32,2018-10-02 오전 11:56,41910,1205,1,네이버 페이,20180927
무통장입금,D-20180927-0000131-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,75570,437,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000131-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,0,1209,1,PC쇼핑몰,20180927
"쿠폰,무통장입금",D-20180927-0000151-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,121110,1037,1,PC쇼핑몰,20180927
"쿠폰,무통장입금",D-20180927-0000151-01,2018-09-27 오후 6:31,2018-10-01 오전 5:32,84810,1035,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000162-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,82170,380,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000162-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,0,1209,1,PC쇼핑몰,20180927
"쿠폰,무통장입금",D-20180927-0000151-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,0,355,1,PC쇼핑몰,20180927
"쿠폰,무통장입금",D-20180927-0000179-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,71450,1077,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000186-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,69850,950,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000186-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,0,352,1,PC쇼핑몰,20180927
"쿠폰,무통장입금",D-20180927-0000179-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,0,1209,1,PC쇼핑몰,20180927
"쿠폰,카드",D-20180927-0000202-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,61710,393,1,모바일웹,20180927
"쿠폰,카드",D-20180927-0000202-01,2018-09-27 오후 6:31,2018-10-01 오전 5:32,22110,217,1,모바일웹,20180927
카드,D-20180927-0000214-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,76400,608,1,PC쇼핑몰,20180927
카드,D-20180927-0000214-01,2018-09-27 오후 6:31,2018-10-01 오전 5:32,124250,90,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000223-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,92130,928,1,모바일웹,20180927
무통장입금,D-20180927-0000223-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,0,584,1,모바일웹,20180927
카드,D-20180927-0000214-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,0,1237,1,PC쇼핑몰,20180927
"적립금,카드",D-20180927-0000240-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,84810,1035,1,모바일웹,20180927
"적립금,카드",D-20180927-0000240-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,0,352,1,모바일웹,20180927
카드,D-20180927-0000258-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,116820,1167,1,모바일웹,20180927
카드,D-20180927-0000258-01,2018-09-27 오후 6:31,2018-10-01 오전 5:32,78870,603,1,모바일웹,20180927
카드,D-20180927-0000258-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,0,1209,1,모바일웹,20180927
카드,D-20180927-0000262-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,61710,393,1,모바일웹,20180927
카드,D-20180927-0000262-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,0,1209,1,모바일웹,20180927
무통장입금,D-20180927-0000270-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,76400,608,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000270-01,2018-09-27 오후 6:31,2018-10-01 오전 5:32,78870,602,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000270-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,0,355,1,PC쇼핑몰,20180927
카드,D-20180927-0000297-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,58410,455,1,모바일웹,20180927
카드,D-20180927-0000297-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,0,1237,1,모바일웹,20180927
카드,D-20180927-0000305-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,78870,602,1,PC쇼핑몰,20180927
카드,D-20180927-0000305-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,0,1237,1,PC쇼핑몰,20180927
"쿠폰,카드",D-20180927-0000339-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,140750,94,1,모바일웹,20180927
무통장입금,D-20180927-0000340-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,92070,1231,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000340-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,0,1237,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000355-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,98010,1036,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000355-01,2018-09-28 오후 9:27,2018-10-02 오전 5:32,84810,1035,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000355-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,0,1237,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000364-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,86790,449,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000364-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,0,352,1,PC쇼핑몰,20180927
카드,D-20180927-0000372-01,2018-09-28 오전 9:24,2018-10-07 오후 12:42,51810,142,1,네이버 페이,20180927
카드,D-20180927-0000386-01,2018-09-27 오후 6:32,2018-10-07 오후 12:42,78870,603,1,네이버 페이,20180927
카드,D-20180927-0000397-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,70620,1275,1,모바일웹,20180927
카드,D-20180927-0000397-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,0,1209,1,모바일웹,20180927
무통장입금,D-20180927-0000406-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,51810,248,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000406-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,0,1237,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000068-03,2018-09-27 오후 6:31,2018-10-01 오전 5:32,94710,1105,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000420-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,71450,1077,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000420-01,2018-09-28 오전 11:15,2018-10-02 오전 5:32,76400,608,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000420-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,0,584,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000433-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,113520,172,2,PC쇼핑몰,20180927
무통장입금,D-20180927-0000433-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,0,1238,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000448-00,2018-09-27 오후 6:31,2018-10-01 오전 5:32,68970,1091,1,모바일웹,20180927
무통장입금,D-20180927-0000448-01,2018-09-28 오전 11:15,2018-10-02 오전 5:32,76400,608,1,모바일웹,20180927
무통장입금,D-20180927-0000448-02,2018-09-28 오전 11:15,2018-10-02 오전 5:32,71450,1077,1,모바일웹,20180927
무통장입금,D-20180927-0000448-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,0,1238,1,모바일웹,20180927
무통장입금,D-20180927-0000451-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,88110,440,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000451-01,2018-09-28 오전 11:15,2018-10-02 오전 5:32,78210,1182,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000451-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,0,1238,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000469-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,1691250,953,15,PC쇼핑몰,20180927
카드,D-20180927-0000480-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,75570,1069,1,모바일웹,20180927
카드,D-20180927-0000480-01,2018-09-28 오전 11:15,2018-10-02 오전 5:32,72270,378,1,모바일웹,20180927
카드,D-20180927-0000480-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,0,1238,1,모바일웹,20180927
카드,D-20180927-0000499-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,73920,1089,1,모바일웹,20180927
카드,D-20180927-0000499-00,2018-09-28 오전 9:23,2018-10-02 오전 5:32,0,352,1,모바일웹,20180927
"쿠폰,카드",D-20180927-0000500-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,22110,219,1,PC쇼핑몰,20180927
카드,D-20180927-0000523-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,85400,932,1,PC쇼핑몰,20180927
카드,D-20180927-0000523-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,0,1237,1,PC쇼핑몰,20180927
카드,D-20180927-0000537-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,118140,1226,1,PC쇼핑몰,20180927
카드,D-20180927-0000537-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,0,1237,1,PC쇼핑몰,20180927
카드,D-20180927-0000547-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,92070,1231,1,모바일웹,20180927
카드,D-20180927-0000547-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,0,355,1,모바일웹,20180927
카드,D-20180927-0000559-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,281500,94,2,모바일웹,20180927
카드,D-20180927-0000559-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,0,1243,1,모바일웹,20180927
무통장입금,D-20180927-0000567-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,173580,449,2,PC쇼핑몰,20180927
무통장입금,D-20180927-0000567-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,0,1237,1,PC쇼핑몰,20180927
카드,D-20180927-0000602-01,2018-09-28 오후 9:28,2018-10-08 오전 8:20,68970,1091,1,네이버 페이,20180927
무통장입금,D-20180927-0000610-00,2018-10-02 오전 8:54,2018-10-06 오전 5:32,157740,603,2,PC쇼핑몰,20180927
무통장입금,D-20180927-0000610-00,2018-10-02 오전 8:54,2018-10-06 오전 5:32,0,1237,1,PC쇼핑몰,20180927
카드,D-20180927-0000628-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,86790,449,1,모바일웹,20180927
무통장입금,D-20180927-0000638-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,83050,961,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000638-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,0,1237,1,PC쇼핑몰,20180927
카드,D-20180927-0000648-01,2018-09-28 오전 11:16,2018-10-10 오전 1:54,56760,447,1,네이버 페이,20180927
"쿠폰,무통장입금",D-20180927-0000659-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,85400,932,1,PC쇼핑몰,20180927
"쿠폰,무통장입금",D-20180927-0000659-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,0,1209,1,PC쇼핑몰,20180927
카드,D-20180927-0000667-01,2018-09-28 오전 11:16,2018-10-07 오후 1:15,217140,1121,2,네이버 페이,20180927
무통장입금,D-20180927-0000678-00,2018-10-02 오후 1:02,2018-10-06 오전 5:32,83050,957,1,모바일웹,20180927
"적립금,무통장입금",D-20180927-0000687-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,38390,140,1,PC쇼핑몰,20180927
"적립금,카드",D-20180927-0000691-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,10170,1204,1,PC쇼핑몰,20180927
"적립금,무통장입금",D-20180927-0000708-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,70620,42,1,PC쇼핑몰,20180927
"적립금,무통장입금",D-20180927-0000708-01,2018-09-28 오후 9:27,2018-10-02 오전 5:32,68970,38,1,PC쇼핑몰,20180927
"적립금,무통장입금",D-20180927-0000708-02,2018-09-28 오전 11:15,2018-10-02 오전 5:32,76400,608,1,PC쇼핑몰,20180927
"적립금,무통장입금",D-20180927-0000708-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,0,1238,1,PC쇼핑몰,20180927
무통장입금,D-20180927-0000712-01,2018-09-28 오전 11:16,2018-10-07 오전 2:53,58410,455,1,네이버 페이,20180927
"적립금,무통장입금",D-20180928-0000014-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,56760,446,1,PC쇼핑몰,20180928
"적립금,무통장입금",D-20180928-0000014-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,0,1237,1,PC쇼핑몰,20180928
무통장입금,D-20180928-0000026-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,78870,603,1,모바일웹,20180928
무통장입금,D-20180928-0000026-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,0,352,1,모바일웹,20180928
무통장입금,D-20180928-0000036-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,236610,1070,3,PC쇼핑몰,20180928
무통장입금,D-20180928-0000036-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,0,1237,1,PC쇼핑몰,20180928
무통장입금,D-20180928-0000049-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,98010,1036,1,모바일웹,20180928
무통장입금,D-20180928-0000049-01,2018-09-28 오전 11:15,2018-10-02 오전 5:32,78870,1070,1,모바일웹,20180928
무통장입금,D-20180928-0000049-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,0,1209,1,모바일웹,20180928
"쿠폰,무통장입금",D-20180928-0000055-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,87120,184,1,PC쇼핑몰,20180928
"쿠폰,무통장입금",D-20180928-0000055-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,0,352,1,PC쇼핑몰,20180928
"쿠폰,무통장입금",D-20180928-0000069-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,42350,1283,1,모바일웹,20180928
"쿠폰,무통장입금",D-20180928-0000069-01,2018-09-28 오후 9:27,2018-10-02 오전 5:32,98010,1036,1,모바일웹,20180928
"쿠폰,무통장입금",D-20180928-0000069-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,0,1238,1,모바일웹,20180928
무통장입금,D-20180928-0000076-00,2018-09-28 오전 11:15,2018-10-02 오전 5:32,82170,380,1,PC쇼핑몰,20180928
"적립금,무통장입금",D-20180928-0000101-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,124250,90,1,PC쇼핑몰,20180928
"적립금,무통장입금",D-20180928-0000101-01,2018-09-28 오후 9:27,2018-10-02 오전 5:32,68970,38,1,PC쇼핑몰,20180928
"적립금,무통장입금",D-20180928-0000101-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,0,355,1,PC쇼핑몰,20180928
무통장입금,D-20180920-0000096-05,2018-09-28 오후 9:27,2018-10-02 오전 5:32,94710,1105,1,PC쇼핑몰,20180920
카드,D-20180928-0000119-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,116820,1167,1,모바일웹,20180928
카드,D-20180928-0000119-01,2018-09-28 오후 9:27,2018-10-02 오전 5:32,71450,1077,1,모바일웹,20180928
카드,D-20180928-0000119-02,2018-09-28 오후 9:27,2018-10-02 오전 5:32,76400,608,1,모바일웹,20180928
카드,D-20180928-0000119-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,0,1243,1,모바일웹,20180928
무통장입금,D-20180928-0000139-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,71450,1077,1,PC쇼핑몰,20180928
무통장입금,D-20180928-0000139-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,0,352,1,PC쇼핑몰,20180928
무통장입금,D-20180928-0000149-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,84810,1035,1,모바일웹,20180928
무통장입금,D-20180928-0000149-01,2018-09-28 오후 9:27,2018-10-02 오전 5:32,121110,1037,1,모바일웹,20180928
무통장입금,D-20180928-0000149-02,2018-09-28 오후 9:27,2018-10-02 오전 5:32,98010,1036,1,모바일웹,20180928
무통장입금,D-20180928-0000149-03,2018-09-28 오후 9:27,2018-10-02 오전 5:32,107910,1059,1,모바일웹,20180928
무통장입금,D-20180928-0000149-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,0,1238,1,모바일웹,20180928
카드,D-20180928-0000159-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,94710,1058,1,모바일웹,20180928
카드,D-20180928-0000159-01,2018-10-02 오후 1:02,2018-10-06 오전 5:32,83050,957,1,모바일웹,20180928
카드,D-20180928-0000159-02,2018-09-28 오후 9:27,2018-10-02 오전 5:32,82170,1071,1,모바일웹,20180928
카드,D-20180928-0000159-03,2018-09-28 오후 9:27,2018-10-02 오전 5:32,196020,1036,2,모바일웹,20180928
카드,D-20180928-0000159-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,0,1238,1,모바일웹,20180928
카드,D-20180928-0000162-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,78870,603,1,모바일웹,20180928
무통장입금,D-20180928-0000177-00,2018-10-02 오전 8:54,2018-10-06 오전 5:32,75570,1069,1,모바일웹,20180928
무통장입금,D-20180928-0000177-01,2018-10-02 오후 1:02,2018-10-06 오전 5:32,94710,1106,1,모바일웹,20180928
무통장입금,D-20180928-0000177-02,2018-10-02 오전 8:54,2018-10-06 오전 5:32,98010,1036,1,모바일웹,20180928
무통장입금,D-20180928-0000177-00,2018-10-02 오전 8:54,2018-10-06 오전 5:32,0,1238,1,모바일웹,20180928
카드,D-20180928-0000162-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,0,352,1,모바일웹,20180928
무통장입금,D-20180928-0000181-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,77220,379,1,PC쇼핑몰,20180928
무통장입금,D-20180928-0000181-01,2018-09-28 오후 9:27,2018-10-02 오전 5:32,144540,378,2,PC쇼핑몰,20180928
무통장입금,D-20180928-0000181-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,0,1238,1,PC쇼핑몰,20180928
무통장입금,D-20180928-0000199-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,21080,1201,2,PC쇼핑몰,20180928
무통장입금,D-20180928-0000199-01,2018-09-28 오후 9:27,2018-10-02 오전 5:32,58410,455,1,PC쇼핑몰,20180928
무통장입금,D-20180928-0000199-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,0,1209,1,PC쇼핑몰,20180928
카드,D-20180928-0000201-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,58410,455,1,PC쇼핑몰,20180928
무통장입금,D-20180928-0000211-00,2018-10-01 오후 6:09,2018-10-05 오전 5:32,68970,38,1,모바일웹,20180928
무통장입금,D-20180928-0000211-00,2018-10-01 오후 6:09,2018-10-05 오전 5:32,0,1209,1,모바일웹,20180928
카드,D-20180928-0000201-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,0,1237,1,PC쇼핑몰,20180928
무통장입금,D-20180928-0000227-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,164340,380,2,PC쇼핑몰,20180928
"적립금,무통장입금",D-20180928-0000230-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,68970,38,1,PC쇼핑몰,20180928
"적립금,무통장입금",D-20180928-0000230-01,2018-09-28 오후 9:27,2018-10-02 오전 5:32,73920,43,1,PC쇼핑몰,20180928
"적립금,무통장입금",D-20180928-0000230-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,0,1238,1,PC쇼핑몰,20180928
카드,D-20180928-0000244-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,78870,602,1,모바일웹,20180928
카드,D-20180928-0000258-01,2018-09-28 오후 9:28,2018-10-07 오후 3:22,132500,92,1,네이버 페이,20180928
카드,D-20180928-0000244-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,0,352,1,모바일웹,20180928
"적립금,무통장입금",D-20180928-0000265-00,2018-10-01 오후 6:09,2018-10-05 오전 5:32,38390,140,1,모바일웹,20180928
"적립금,무통장입금",D-20180928-0000265-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,0,1237,1,모바일웹,20180928
카드,D-20180928-0000273-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,132500,92,1,모바일웹,20180928
무통장입금,D-20180928-0000289-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,98010,1036,1,PC쇼핑몰,20180928
무통장입금,D-20180928-0000289-01,2018-09-28 오후 9:27,2018-10-02 오전 5:32,84810,1035,1,PC쇼핑몰,20180928
무통장입금,D-20180928-0000289-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,0,1238,1,PC쇼핑몰,20180928
카드,D-20180928-0000273-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,0,355,1,모바일웹,20180928
무통장입금,D-20180928-0000290-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,87120,184,1,PC쇼핑몰,20180928
무통장입금,D-20180928-0000290-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,0,1209,1,PC쇼핑몰,20180928
무통장입금,D-20180928-0000306-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,71450,1077,1,PC쇼핑몰,20180928
무통장입금,D-20180928-0000306-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,0,352,1,PC쇼핑몰,20180928
"적립금,카드",D-20180928-0000336-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,140750,94,1,PC쇼핑몰,20180928
"적립금,카드",D-20180928-0000336-01,2018-09-28 오후 9:27,2018-10-02 오전 5:32,116000,605,1,PC쇼핑몰,20180928
무통장입금,D-20180928-0000349-00,2018-09-28 오후 9:27,2018-10-02 오전 5:32,152800,608,2,PC쇼핑몰,20180928
무통장입금,D-20180928-0000349-01,2018-10-02 오후 1:02,2018-10-06 오전 5:32,78900,480,1,PC쇼핑몰,20180928
